# curie_map:
#   ICD10CM: http://apps.who.int/classifications/icd10/browse/2010/en#/
#   NCI: http://purl.obolibrary.org/obo/NCIT_
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2018-07-05'
# mapping_provider: https://ncit.nci.nih.gov/ncitbrowser/ajax?action=export_maps_to_mapping&target=ICD10CM%202017
# mapping_set_id: http://w3id.org/mapping_commons/disease-mappings/ncit_icd10_2017.sssom.tsv
# mapping_tool: https://github.com/mapping-commons/sssom-py
subject_id	predicate_id	object_id	subject_label	match_type
NCI:C3457	skos:relatedMatch	ICD10CM:C85.16	Unspecified B-cell lymphoma, intrapelvic lymph nodes	Unspecified
NCI:C3457	skos:relatedMatch	ICD10CM:C85.17	Unspecified B-cell lymphoma, spleen	Unspecified
NCI:C3457	skos:relatedMatch	ICD10CM:C85.18	Unspecified B-cell lymphoma, lymph nodes of multiple sites	Unspecified
NCI:C3549	skos:narrowMatch	ICD10CM:C38.2	Malignant neoplasm: Posterior mediastinum	Unspecified
NCI:C3549	skos:relatedMatch	ICD10CM:C38.3	Malignant neoplasm: Mediastinum, part unspecified	Unspecified
NCI:C3549	skos:narrowMatch	ICD10CM:C38.1	Malignant neoplasm: Anterior mediastinum	Unspecified
NCI:C3547	skos:exactMatch	ICD10CM:C38.4	Malignant neoplasm: Pleura	Unspecified
NCI:C4767	skos:broadMatch	ICD10CM:C69	Malignant neoplasm of eye and adnexa	Unspecified
NCI:C2907	skos:narrowMatch	ICD10CM:D43.2	Neoplasm of uncertain or unknown behaviour: Brain, unspecified	Unspecified
NCI:C2907	skos:narrowMatch	ICD10CM:D49.6	Neoplasm of unspecified behavior of brain	Unspecified
NCI:C82547	skos:narrowMatch	ICD10CM:R90	Abnormal findings on diagnostic imaging of central nervous system	Unspecified
NCI:C82547	skos:narrowMatch	ICD10CM:R91.8	Other nonspecific abnormal finding of lung field	Unspecified
NCI:C82547	skos:narrowMatch	ICD10CM:R87	Abnormal findings in specimens from female genital organs	Unspecified
NCI:C82547	skos:narrowMatch	ICD10CM:R83	Abnormal findings in cerebrospinal fluid	Unspecified
NCI:C82547	skos:narrowMatch	ICD10CM:R93	Abnormal findings on diagnostic imaging of other body structures	Unspecified
NCI:C3556	skos:exactMatch	ICD10CM:C54	Malignant neoplasm of corpus uteri	Unspecified
NCI:C3556	skos:relatedMatch	ICD10CM:C54.9	Malignant neoplasm: Corpus uteri, unspecified	Unspecified
NCI:C3642	skos:relatedMatch	ICD10CM:D07.5	Carcinoma in situ: Prostate	Unspecified
NCI:C3552	skos:relatedMatch	ICD10CM:C55	Malignant neoplasm of uterus, part unspecified	Unspecified
NCI:C3216	skos:exactMatch	ICD10CM:C69.2	Malignant neoplasm: Retina	Unspecified
NCI:C3216	skos:narrowMatch	ICD10CM:C69.22	Malignant neoplasm of left retina	Unspecified
NCI:C3216	skos:narrowMatch	ICD10CM:C69.21	Malignant neoplasm of right retina	Unspecified
NCI:C3216	skos:narrowMatch	ICD10CM:C69.20	Malignant neoplasm of unspecified retina	Unspecified
NCI:C3483	skos:relatedMatch	ICD10CM:C95.10	Chronic leukemia of unspecified cell type not having achieved remission	Unspecified
NCI:C3562	skos:exactMatch	ICD10CM:C69.6	Malignant neoplasm: Orbit	Unspecified
NCI:C3562	skos:narrowMatch	ICD10CM:C69.62	Malignant neoplasm of left orbit	Unspecified
NCI:C3562	skos:narrowMatch	ICD10CM:C69.61	Malignant neoplasm of right orbit	Unspecified
NCI:C3562	skos:narrowMatch	ICD10CM:C69.60	Malignant neoplasm of unspecified orbit	Unspecified
NCI:C37194	skos:exactMatch	ICD10CM:C84.7	Anaplastic large cell lymphoma, ALK-negative	Unspecified
NCI:C37194	skos:relatedMatch	ICD10CM:C84.72	Anaplastic large cell lymphoma, ALK-negative, intrathoracic lymph nodes	Unspecified
NCI:C6727	skos:narrowMatch	ICD10CM:Q85.0	Neurofibromatosis (nonmalignant)	Unspecified
NCI:C27720	skos:relatedMatch	ICD10CM:D13.7	Benign neoplasm: Endocrine pancreas	Unspecified
NCI:C15292	skos:exactMatch	ICD10CM:Z51.5	Palliative care	Unspecified
NCI:C53649	skos:exactMatch	ICD10CM:B25	Cytomegaloviral disease	Unspecified
NCI:C53649	skos:relatedMatch	ICD10CM:B25.9	Cytomegaloviral disease, unspecified	Unspecified
NCI:C3575	skos:relatedMatch	ICD10CM:C75	Malignant neoplasm of other endocrine glands and related structures	Unspecified
NCI:C26726	skos:relatedMatch	ICD10CM:B99	Other and unspecified infectious diseases	Unspecified
NCI:C7379	skos:relatedMatch	ICD10CM:C21.0	Malignant neoplasm: Anus, unspecified	Unspecified
NCI:C7379	skos:relatedMatch	ICD10CM:C21	Malignant neoplasm of anus and anal canal	Unspecified
NCI:C7379	skos:narrowMatch	ICD10CM:C21.1	Malignant neoplasm: Anal canal	Unspecified
NCI:C7525	skos:exactMatch	ICD10CM:C65	Malignant neoplasm of renal pelvis	Unspecified
NCI:C7525	skos:narrowMatch	ICD10CM:C65.9	Malignant neoplasm of unspecified renal pelvis	Unspecified
NCI:C7525	skos:narrowMatch	ICD10CM:C65.1	Malignant neoplasm of right renal pelvis	Unspecified
NCI:C7525	skos:narrowMatch	ICD10CM:C65.2	Malignant neoplasm of left renal pelvis	Unspecified
NCI:C8615	skos:relatedMatch	ICD10CM:C78.8	Secondary malignant neoplasm of other and unspecified digestive organs	Unspecified
NCI:C8615	skos:relatedMatch	ICD10CM:C78.89	Secondary malignant neoplasm of other digestive organs	Unspecified
NCI:C8615	skos:relatedMatch	ICD10CM:C78.6	Secondary malignant neoplasm of retroperitoneum and peritoneum	Unspecified
NCI:C7318	skos:relatedMatch	ICD10CM:C93.00	Acute monoblastic/monocytic leukemia, not having achieved remission	Unspecified
NCI:C7318	skos:exactMatch	ICD10CM:C93.0	Acute monoblastic/monocytic leukaemia	Unspecified
NCI:C120456	skos:exactMatch	ICD10CM:C64	Malignant neoplasm of kidney, except renal pelvis	Unspecified
NCI:C120456	skos:narrowMatch	ICD10CM:C64.9	Malignant neoplasm of unspecified kidney, except renal pelvis	Unspecified
NCI:C120456	skos:narrowMatch	ICD10CM:C64.1	Malignant neoplasm of right kidney, except renal pelvis	Unspecified
NCI:C120456	skos:narrowMatch	ICD10CM:C64.2	Malignant neoplasm of left kidney, except renal pelvis	Unspecified
NCI:C2872	skos:relatedMatch	ICD10CM:D46.4	Refractory anaemia, unspecified	Unspecified
NCI:C7480	skos:narrowMatch	ICD10CM:C57.0	Malignant neoplasm: Fallopian tube	Unspecified
NCI:C7480	skos:narrowMatch	ICD10CM:C57.00	Malignant neoplasm of unspecified fallopian tube	Unspecified
NCI:C7480	skos:narrowMatch	ICD10CM:C57.02	Malignant neoplasm of left fallopian tube	Unspecified
NCI:C9297	skos:relatedMatch	ICD10CM:C68.9	Malignant neoplasm: Urinary organ, unspecified	Unspecified
NCI:C3303	skos:narrowMatch	ICD10CM:R52	Pain, not elsewhere classified	Unspecified
NCI:C4961	skos:relatedMatch	ICD10CM:C47.8	Malignant neoplasm: Overlapping lesion of peripheral nerves and autonomic nervous system	Unspecified
NCI:C4961	skos:relatedMatch	ICD10CM:C47	Malignant neoplasm of peripheral nerves and autonomic nervous system	Unspecified
NCI:C4961	skos:narrowMatch	ICD10CM:C47.0	Malignant neoplasm: Peripheral nerves of head, face and neck	Unspecified
NCI:C154624	skos:relatedMatch	ICD10CM:Z76	Persons encountering health services in other circumstances	Unspecified
NCI:C154624	skos:relatedMatch	ICD10CM:Z76.89	Persons encountering health services in other specified circumstances	Unspecified
NCI:C154624	skos:relatedMatch	ICD10CM:Z53	Persons encountering health services for specific procedures, not carried out	Unspecified
NCI:C154624	skos:relatedMatch	ICD10CM:Z71	Persons encountering health services for other counselling and medical advice, not elsewhere classified	Unspecified
NCI:C2870	skos:relatedMatch	ICD10CM:D61.9	Aplastic anaemia, unspecified	Unspecified
NCI:C2870	skos:relatedMatch	ICD10CM:D61	Other aplastic anaemias	Unspecified
NCI:C49651	skos:relatedMatch	ICD10CM:Y99.2	Volunteer activity	Unspecified
NCI:C49651	skos:relatedMatch	ICD10CM:Z76.3	Healthy person accompanying sick person	Unspecified
NCI:C7191	skos:relatedMatch	ICD10CM:C82.30	Follicular lymphoma grade IIIa, unspecified site	Unspecified
NCI:C7191	skos:relatedMatch	ICD10CM:C82.38	Follicular lymphoma grade IIIa, lymph nodes of multiple sites	Unspecified
NCI:C2965	skos:relatedMatch	ICD10CM:K50.8	Other Crohn disease	Unspecified
NCI:C25305	skos:relatedMatch	ICD10CM:Z00.6	Examination for normal comparison and control in clinical research programme	Unspecified
NCI:C25305	skos:relatedMatch	ICD10CM:Z00	General examination and investigation of persons without complaint and reported diagnosis	Unspecified
NCI:C25305	skos:relatedMatch	ICD10CM:Z00.1	Routine child health examination	Unspecified
NCI:C25305	skos:relatedMatch	ICD10CM:Z00.00	Encounter for general adult medical examination without abnormal findings	Unspecified
NCI:C3571	skos:narrowMatch	ICD10CM:C72.59	Malignant neoplasm of other cranial nerves	Unspecified
NCI:C3571	skos:narrowMatch	ICD10CM:C72.30	Malignant neoplasm of unspecified optic nerve	Unspecified
NCI:C3571	skos:narrowMatch	ICD10CM:C72.3	Malignant neoplasm: Optic nerve	Unspecified
NCI:C3571	skos:narrowMatch	ICD10CM:C72.32	Malignant neoplasm of left optic nerve	Unspecified
NCI:C3538	skos:relatedMatch	ICD10CM:C48.2	Malignant neoplasm: Peritoneum, unspecified	Unspecified
NCI:C3538	skos:relatedMatch	ICD10CM:C48.1	Malignant neoplasm: Specified parts of peritoneum	Unspecified
NCI:C7420	skos:exactMatch	ICD10CM:C19	Malignant neoplasm of rectosigmoid junction	Unspecified
NCI:C7420	skos:relatedMatch	ICD10CM:C18.7	Malignant neoplasm: Sigmoid colon	Unspecified
NCI:C7547	skos:exactMatch	ICD10CM:C60	Malignant neoplasm of penis	Unspecified
NCI:C3468	skos:exactMatch	ICD10CM:C84	Mature T/NK-cell lymphomas	Unspecified
NCI:C3468	skos:relatedMatch	ICD10CM:C84.9	Mature T/NK-cell lymphoma, unspecified	Unspecified
NCI:C2998	skos:exactMatch	ICD10CM:R06.0	Dyspnoea	Unspecified
NCI:C7927	skos:relatedMatch	ICD10CM:C22.7	Malignant neoplasm: Other specified carcinomas of liver	Unspecified
NCI:C3524	skos:exactMatch	ICD10CM:C01	Malignant neoplasm of base of tongue	Unspecified
NCI:C2891	skos:exactMatch	ICD10CM:K22.7	Barrett oesophagus	Unspecified
NCI:C9343	skos:narrowMatch	ICD10CM:D48.0	Neoplasm of uncertain or unknown behaviour: Bone and articular cartilage	Unspecified
NCI:C4628	skos:narrowMatch	ICD10CM:C70.0	Malignant neoplasm: Cerebral meninges	Unspecified
NCI:C4628	skos:relatedMatch	ICD10CM:C70.9	Malignant neoplasm: Meninges, unspecified	Unspecified
NCI:C50764	skos:exactMatch	ICD10CM:R59	Enlarged lymph nodes	Unspecified
NCI:C4957	skos:relatedMatch	ICD10CM:D32.9	Benign neoplasm: Meninges, unspecified	Unspecified
NCI:C4957	skos:narrowMatch	ICD10CM:D32.0	Benign neoplasm: Cerebral meninges	Unspecified
NCI:C3355	skos:narrowMatch	ICD10CM:D49.1	Neoplasm of unspecified behavior of respiratory system	Unspecified
NCI:C3355	skos:narrowMatch	ICD10CM:D38.1	Neoplasm of uncertain or unknown behaviour: Trachea, bronchus and lung	Unspecified
NCI:C8531	skos:narrowMatch	ICD10CM:D14.30	Benign neoplasm of unspecified bronchus and lung	Unspecified
NCI:C8531	skos:narrowMatch	ICD10CM:D14.3	Benign neoplasm: Bronchus and lung	Unspecified
NCI:C8531	skos:narrowMatch	ICD10CM:D14.31	Benign neoplasm of right bronchus and lung	Unspecified
NCI:C7164	skos:relatedMatch	ICD10CM:C81.71	Other classical Hodgkin lymphoma, lymph nodes of head, face, and neck	Unspecified
NCI:C7164	skos:relatedMatch	ICD10CM:C81.70	Other classical Hodgkin lymphoma, unspecified site	Unspecified
NCI:C7164	skos:relatedMatch	ICD10CM:C81.78	Other classical Hodgkin lymphoma, lymph nodes of multiple sites	Unspecified
NCI:C147065	skos:relatedMatch	ICD10CM:C7B.8	Other secondary neuroendocrine tumors	Unspecified
NCI:C4968	skos:narrowMatch	ICD10CM:C79.9	Secondary malignant neoplasm, unspecified site	Unspecified
NCI:C9327	skos:narrowMatch	ICD10CM:C74.02	Malignant neoplasm of cortex of left adrenal gland	Unspecified
NCI:C6920	skos:exactMatch	ICD10CM:C96.5	Multifocal and unisystemic Langerhans-cell histiocytosis	Unspecified
NCI:C3525	skos:exactMatch	ICD10CM:C07	Malignant neoplasm of parotid gland	Unspecified
NCI:C26850	skos:relatedMatch	ICD10CM:J39.2	Other diseases of pharynx	Unspecified
NCI:C27467	skos:relatedMatch	ICD10CM:D02.2	Carcinoma in situ: Bronchus and lung	Unspecified
NCI:C27467	skos:relatedMatch	ICD10CM:D02.20	Carcinoma in situ of unspecified bronchus and lung	Unspecified
NCI:C34803	skos:relatedMatch	ICD10CM:C22.8	Malignant neoplasm of liver, primary, unspecified as to type	Unspecified
NCI:C34803	skos:relatedMatch	ICD10CM:C22.9	Malignant neoplasm: Liver, unspecified	Unspecified
NCI:C4880	skos:narrowMatch	ICD10CM:D16.21	Benign neoplasm of long bones of right lower limb	Unspecified
NCI:C4880	skos:relatedMatch	ICD10CM:D16.9	Benign neoplasm: Bone and articular cartilage, unspecified	Unspecified
NCI:C7543	skos:narrowMatch	ICD10CM:C66.1	Malignant neoplasm of right ureter	Unspecified
NCI:C7502	skos:relatedMatch	ICD10CM:C51.9	Malignant neoplasm: Vulva, unspecified	Unspecified
NCI:C7502	skos:exactMatch	ICD10CM:C51	Malignant neoplasm of vulva	Unspecified
NCI:C2980	skos:exactMatch	ICD10CM:R13	Dysphagia	Unspecified
NCI:C26323	skos:relatedMatch	ICD10CM:D75	Other diseases of blood and blood-forming organs	Unspecified
NCI:C26323	skos:relatedMatch	ICD10CM:D75.9	Disease of blood and blood-forming organs, unspecified	Unspecified
NCI:C9289	skos:relatedMatch	ICD10CM:C92.A0	Acute myeloid leukemia with multilineage dysplasia, not having achieved remission	Unspecified
NCI:C3376	skos:relatedMatch	ICD10CM:G47.9	Sleep disorder, unspecified	Unspecified
NCI:C3555	skos:exactMatch	ICD10CM:C58	Malignant neoplasm of placenta	Unspecified
NCI:C4358	skos:relatedMatch	ICD10CM:C43.1	Malignant neoplasm: Malignant melanoma of eyelid, including canthus	Unspecified
NCI:C4358	skos:relatedMatch	ICD10CM:C43.12	Malignant melanoma of left eyelid, including canthus	Unspecified
NCI:C4015	skos:relatedMatch	ICD10CM:C79.3	Secondary malignant neoplasm of brain and cerebral meninges	Unspecified
NCI:C3638	skos:broadMatch	ICD10CM:D01.0	Carcinoma in situ: Colon	Unspecified
NCI:C3580	skos:relatedMatch	ICD10CM:C79.51	Secondary malignant neoplasm of bone	Unspecified
NCI:C3553	skos:exactMatch	ICD10CM:C53.0	Malignant neoplasm: Endocervix	Unspecified
NCI:C3554	skos:exactMatch	ICD10CM:C53.1	Malignant neoplasm: Exocervix	Unspecified
NCI:C51221	skos:exactMatch	ICD10CM:I20	Angina pectoris	Unspecified
NCI:C4782	skos:exactMatch	ICD10CM:D35.2	Benign neoplasm: Pituitary gland	Unspecified
NCI:C4769	skos:exactMatch	ICD10CM:C75.1	Malignant neoplasm: Pituitary gland	Unspecified
NCI:C3539	skos:exactMatch	ICD10CM:C26.1	Malignant neoplasm: Spleen	Unspecified
NCI:C4758	skos:relatedMatch	ICD10CM:C78.7	Secondary malignant neoplasm of liver and intrahepatic bile duct	Unspecified
NCI:C8614	skos:narrowMatch	ICD10CM:D37.6	Neoplasm of uncertain or unknown behaviour: Liver, gallbladder and bile ducts	Unspecified
NCI:C35180	skos:relatedMatch	ICD10CM:D01.40	Carcinoma in situ of unspecified part of intestine	Unspecified
NCI:C35180	skos:relatedMatch	ICD10CM:D01	Carcinoma in situ of other and unspecified digestive organs	Unspecified
NCI:C3377	skos:relatedMatch	ICD10CM:D48.1	Neoplasm of uncertain or unknown behaviour: Connective and other soft tissue	Unspecified
NCI:C3570	skos:exactMatch	ICD10CM:C71.7	Malignant neoplasm: Brain stem	Unspecified
NCI:C3535	skos:exactMatch	ICD10CM:C15.5	Malignant neoplasm: Lower third of oesophagus	Unspecified
NCI:C3569	skos:exactMatch	ICD10CM:C71.6	Malignant neoplasm: Cerebellum	Unspecified
NCI:C3531	skos:exactMatch	ICD10CM:C12	Malignant neoplasm of piriform sinus	Unspecified
NCI:C3548	skos:exactMatch	ICD10CM:C38.0	Malignant neoplasm: Heart	Unspecified
NCI:C3541	skos:exactMatch	ICD10CM:C31.1	Malignant neoplasm: Ethmoidal sinus	Unspecified
NCI:C7510	skos:exactMatch	ICD10CM:C73	Malignant neoplasm of thyroid gland	Unspecified
NCI:C7487	skos:relatedMatch	ICD10CM:C31.9	Malignant neoplasm: Accessory sinus, unspecified	Unspecified
NCI:C7487	skos:exactMatch	ICD10CM:C31	Malignant neoplasm of accessory sinuses	Unspecified
NCI:C139005	skos:relatedMatch	ICD10CM:C84.48	Peripheral T-cell lymphoma, not classified, lymph nodes of multiple sites	Unspecified
NCI:C4038	skos:relatedMatch	ICD10CM:D3A.090	Benign carcinoid tumor of the bronchus and lung	Unspecified
NCI:C132448	skos:relatedMatch	ICD10CM:Z52.090	Other blood donor, whole blood	Unspecified
NCI:C132448	skos:relatedMatch	ICD10CM:Z52.00	Unspecified blood donor	Unspecified
NCI:C123611	skos:exactMatch	ICD10CM:R97.2	Elevated prostate specific antigen [PSA]	Unspecified
NCI:C3372	skos:narrowMatch	ICD10CM:D48.5	Neoplasm of uncertain or unknown behaviour: Skin	Unspecified
NCI:C3573	skos:exactMatch	ICD10CM:C75.3	Malignant neoplasm: Pineal gland	Unspecified
NCI:C4984	skos:narrowMatch	ICD10CM:D39.1	Neoplasm of uncertain or unknown behaviour: Ovary	Unspecified
NCI:C7545	skos:relatedMatch	ICD10CM:C14.0	Malignant neoplasm: Pharynx, unspecified	Unspecified
NCI:C3330	skos:narrowMatch	ICD10CM:D44.3	Neoplasm of uncertain or unknown behaviour: Pituitary gland	Unspecified
NCI:C35417	skos:exactMatch	ICD10CM:C22.1	Malignant neoplasm: Intrahepatic bile duct carcinoma	Unspecified
NCI:C26810	skos:relatedMatch	ICD10CM:J38.7	Other diseases of larynx	Unspecified
NCI:C15546	skos:relatedMatch	ICD10CM:Z12.3	Special screening examination for neoplasm of breast	Unspecified
NCI:C96413	skos:relatedMatch	ICD10CM:G93.9	Disorder of brain, unspecified	Unspecified
NCI:C96413	skos:relatedMatch	ICD10CM:G93.89	Other specified disorders of brain	Unspecified
NCI:C3430	skos:relatedMatch	ICD10CM:N28.89	Other specified disorders of kidney and ureter	Unspecified
NCI:C4138	skos:relatedMatch	ICD10CM:C7A.020	Malignant carcinoid tumor of the appendix	Unspecified
NCI:C3588	skos:exactMatch	ICD10CM:C92.01	Acute myeloblastic leukemia, in remission	Unspecified
NCI:C4638	skos:relatedMatch	ICD10CM:C7A.019	Malignant carcinoid tumor of the small intestine, unspecified portion	Unspecified
NCI:C5783	skos:relatedMatch	ICD10CM:C7B.02	Secondary carcinoid tumors of liver	Unspecified
NCI:C4980	skos:exactMatch	ICD10CM:D89.810	Acute graft-versus-host disease	Unspecified
NCI:C4962	skos:exactMatch	ICD10CM:C37	Malignant neoplasm of thymus	Unspecified
NCI:C4587	skos:relatedMatch	ICD10CM:D00.05	Carcinoma in situ of hard palate	Unspecified
NCI:C4042	skos:exactMatch	ICD10CM:C44.02	Squamous cell carcinoma of skin of lip	Unspecified
NCI:C35117	skos:narrowMatch	ICD10CM:K55	Vascular disorders of intestine	Unspecified
NCI:C3546	skos:exactMatch	ICD10CM:C32.2	Malignant neoplasm: Subglottis	Unspecified
NCI:C3572	skos:exactMatch	ICD10CM:C72.0	Malignant neoplasm: Spinal cord	Unspecified
NCI:C3533	skos:exactMatch	ICD10CM:C15.3	Malignant neoplasm: Upper third of oesophagus	Unspecified
NCI:C3545	skos:exactMatch	ICD10CM:C32.1	Malignant neoplasm: Supraglottis	Unspecified
NCI:C3534	skos:exactMatch	ICD10CM:C15.4	Malignant neoplasm: Middle third of oesophagus	Unspecified
NCI:C3629	skos:narrowMatch	ICD10CM:D35.00	Benign neoplasm of unspecified adrenal gland	Unspecified
NCI:C3629	skos:narrowMatch	ICD10CM:D35.02	Benign neoplasm of left adrenal gland	Unspecified
NCI:C45551	skos:relatedMatch	ICD10CM:C7A.090	Malignant carcinoid tumor of the bronchus and lung	Unspecified
NCI:C5547	skos:relatedMatch	ICD10CM:C7A.026	Malignant carcinoid tumor of the rectum	Unspecified
NCI:C4458	skos:exactMatch	ICD10CM:D15.0	Benign neoplasm: Thymus	Unspecified
NCI:C4836	skos:narrowMatch	ICD10CM:C10.1	Malignant neoplasm: Anterior surface of epiglottis	Unspecified
NCI:C7410	skos:exactMatch	ICD10CM:C52	Malignant neoplasm of vagina	Unspecified
NCI:C7507	skos:exactMatch	ICD10CM:C68.0	Malignant neoplasm: Urethra	Unspecified
NCI:C8547	skos:relatedMatch	ICD10CM:C79.49	Secondary malignant neoplasm of other parts of nervous system	Unspecified
NCI:C9346	skos:exactMatch	ICD10CM:C33	Malignant neoplasm of trachea	Unspecified
NCI:C2963	skos:narrowMatch	ICD10CM:D33.3	Benign neoplasm: Cranial nerves	Unspecified
NCI:C7481	skos:exactMatch	ICD10CM:C23	Malignant neoplasm of gallbladder	Unspecified
NCI:C7511	skos:relatedMatch	ICD10CM:C79.81	Secondary malignant neoplasm of breast	Unspecified
NCI:C7168	skos:exactMatch	ICD10CM:D46.22	Refractory anemia with excess of blasts 2	Unspecified
NCI:C9333	skos:exactMatch	ICD10CM:C18.1	Malignant neoplasm: Appendix	Unspecified
NCI:C3540	skos:exactMatch	ICD10CM:C31.0	Malignant neoplasm: Maxillary sinus	Unspecified
NCI:C3529	skos:exactMatch	ICD10CM:C05.1	Malignant neoplasm: Soft palate	Unspecified
NCI:C3566	skos:narrowMatch	ICD10CM:C69.30	Malignant neoplasm of unspecified choroid	Unspecified
NCI:C3544	skos:exactMatch	ICD10CM:C32.0	Malignant neoplasm: Glottis	Unspecified
NCI:C35177	skos:exactMatch	ICD10CM:C05.2	Malignant neoplasm: Uvula	Unspecified
NCI:C3528	skos:exactMatch	ICD10CM:C05.0	Malignant neoplasm: Hard palate	Unspecified
NCI:C3536	skos:exactMatch	ICD10CM:C24.1	Malignant neoplasm: Ampulla of Vater	Unspecified
NCI:C3526	skos:exactMatch	ICD10CM:C08.0	Malignant neoplasm: Submandibular gland	Unspecified
NCI:C3559	skos:narrowMatch	ICD10CM:C63.10	Malignant neoplasm of unspecified spermatic cord	Unspecified
NCI:C36263	skos:relatedMatch	ICD10CM:C79.8	Secondary malignant neoplasm of other specified sites	Unspecified
NCI:C36263	skos:relatedMatch	ICD10CM:C79	Secondary malignant neoplasm of other and unspecified sites	Unspecified
NCI:C4762	skos:relatedMatch	ICD10CM:C08.9	Malignant neoplasm: Major salivary gland, unspecified	Unspecified
NCI:C2895	skos:narrowMatch	ICD10CM:D27.9	Benign neoplasm of unspecified ovary	Unspecified
NCI:C4918	skos:exactMatch	ICD10CM:C30.0	Malignant neoplasm: Nasal cavity	Unspecified
NCI:C7378	skos:exactMatch	ICD10CM:C61	Malignant neoplasm of prostate	Unspecified
NCI:C7418	skos:exactMatch	ICD10CM:C20	Malignant neoplasm of rectum	Unspecified
NCI:C7483	skos:exactMatch	ICD10CM:C24.0	Malignant neoplasm: Extrahepatic bile duct	Unspecified
NCI:C6061	skos:relatedMatch	ICD10CM:C02.3	Malignant neoplasm: Anterior two-thirds of tongue, part unspecified	Unspecified
NCI:C9329	skos:exactMatch	ICD10CM:C18.0	Malignant neoplasm: Caecum	Unspecified
NCI:C9328	skos:exactMatch	ICD10CM:C17.0	Malignant neoplasm: Duodenum	Unspecified
NCI:C9224	skos:exactMatch	ICD10CM:K20	Oesophagitis	Unspecified
NCI:C9320	skos:exactMatch	ICD10CM:C06.0	Malignant neoplasm: Cheek mucosa	Unspecified
NCI:C93047	skos:exactMatch	ICD10CM:R09.02	Hypoxemia	Unspecified
NCI:C27262	skos:relatedMatch	ICD10CM:C94.6	Myelodysplastic and myeloproliferative disease, not elsewhere classified	Unspecified
NCI:C3414	skos:narrowMatch	ICD10CM:D44.0	Neoplasm of uncertain or unknown behaviour: Thyroid gland	Unspecified
NCI:C3587	skos:exactMatch	ICD10CM:C91.11	Chronic lymphocytic leukemia of B-cell type in remission	Unspecified
NCI:C3039	skos:exactMatch	ICD10CM:N60	Benign mammary dysplasia	Unspecified
NCI:C34383	skos:narrowMatch	ICD10CM:D57.1	Sickle-cell anaemia without crisis	Unspecified
NCI:C3196	skos:relatedMatch	ICD10CM:K76.9	Liver disease, unspecified	Unspecified
NCI:C26915	skos:exactMatch	ICD10CM:L80	Vitiligo	Unspecified
NCI:C156715	skos:exactMatch	ICD10CM:C76.3	Malignant neoplasm of other and ill-defined sites: Pelvis	Unspecified
NCI:C18059	skos:exactMatch	ICD10CM:Z72.0	Tobacco use	Unspecified
NCI:C3586	skos:exactMatch	ICD10CM:C91.01	Acute lymphoblastic leukemia, in remission	Unspecified
NCI:C6724	skos:relatedMatch	ICD10CM:C41.3	Malignant neoplasm: Ribs, sternum and clavicle	Unspecified
NCI:C3813	skos:relatedMatch	ICD10CM:C79.31	Secondary malignant neoplasm of brain	Unspecified
NCI:C148427	skos:exactMatch	ICD10CM:C92.02	Acute myeloblastic leukemia, in relapse	Unspecified
NCI:C34815	skos:relatedMatch	ICD10CM:N94.9	Unspecified condition associated with female genital organs and menstrual cycle	Unspecified
NCI:C6427	skos:relatedMatch	ICD10CM:C7A.022	Malignant carcinoid tumor of the ascending colon	Unspecified
NCI:C4942	skos:exactMatch	ICD10CM:D00.08	Carcinoma in situ of pharynx	Unspecified
NCI:C3395	skos:exactMatch	ICD10CM:L55	Sunburn	Unspecified
NCI:C34783	skos:exactMatch	ICD10CM:K70	Alcoholic liver disease	Unspecified
NCI:C3300	skos:relatedMatch	ICD10CM:N83.2	Other and unspecified ovarian cysts	Unspecified
NCI:C135522	skos:narrowMatch	ICD10CM:Z94.81	Bone marrow transplant status	Unspecified
NCI:C135522	skos:narrowMatch	ICD10CM:Z94	Transplanted organ and tissue status	Unspecified
NCI:C55818	skos:exactMatch	ICD10CM:R91.1	Solitary pulmonary nodule	Unspecified
NCI:C4635	skos:relatedMatch	ICD10CM:C7A.092	Malignant carcinoid tumor of the stomach	Unspecified
NCI:C9322	skos:exactMatch	ICD10CM:C75.0	Malignant neoplasm: Parathyroid gland	Unspecified
NCI:C27871	skos:relatedMatch	ICD10CM:D81.8	Other combined immunodeficiencies	Unspecified
NCI:C27871	skos:relatedMatch	ICD10CM:D81.9	Combined immunodeficiency, unspecified	Unspecified
NCI:C107102	skos:exactMatch	ICD10CM:D70	Agranulocytosis	Unspecified
NCI:C113483	skos:exactMatch	ICD10CM:K90	Intestinal malabsorption	Unspecified
NCI:C123908	skos:relatedMatch	ICD10CM:C90.02	Multiple myeloma in relapse	Unspecified
NCI:C3537	skos:exactMatch	ICD10CM:C48.0	Malignant neoplasm: Retroperitoneum	Unspecified
NCI:C35178	skos:exactMatch	ICD10CM:C41.1	Malignant neoplasm: Mandible	Unspecified
NCI:C156711	skos:exactMatch	ICD10CM:C48	Malignant neoplasm of retroperitoneum and peritoneum	Unspecified
NCI:C156714	skos:exactMatch	ICD10CM:C76.2	Malignant neoplasm of other and ill-defined sites: Abdomen	Unspecified
NCI:C148429	skos:relatedMatch	ICD10CM:C95.02	Acute leukemia of unspecified cell type, in relapse	Unspecified
