# creator_id: h2
# curie_map:
#   ICD10CM: 'ICD10CM:'
#   IMDRF: IMDRF
#   NCI: http://purl.obolibrary.org/obo/NCIT_
#   UBERON: http://purl.obolibrary.org/obo/UBERON_
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: http://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2022-02-23'
# mapping_set_id: http://w3id.org/mapping_commons/disease-mappings/mondo-icd10
# mapping_tool: https://github.com/mapping-commons/sssom-py
subject_id	predicate_id	object_id	match_type	subject_label	subject_category	predicate_label	predicate_modifier	object_label	object_category	author_id	author_label	reviewer_id	reviewer_label	creator_id	creator_label	license	subject_source	subject_source_version	object_source	object_source_version	mapping_provider	mapping_cardinality	mapping_tool	mapping_tool_version	mapping_date	confidence	subject_match_field	object_match_field	match_string	subject_preprocessing	object_preprocessing	match_term_type	semantic_similarity_score	semantic_similarity_measure	see_also	other	comment
NCI:C63183	oboInOwl:hasDbXref	IMDRF:A150201	Unspecified	Failure to Deploy																																	
NCI:C63181	oboInOwl:hasDbXref	IMDRF:A0707	Unspecified	Failure to Discharge																																	
NCI:C63180	oboInOwl:hasDbXref	IMDRF:A1204	Unspecified	Failure to Disconnect																																	
NCI:C63099	oboInOwl:hasDbXref	IMDRF:A1803	Unspecified	Device Reprocessing Problem																																	
NCI:C63097	oboInOwl:hasDbXref	IMDRF:A071207	Unspecified	Pacing Inadequately																																	
NCI:C63094	oboInOwl:hasDbXref	IMDRF:A090101	Unspecified	Inappropriate Audible Prompt/Feedback																																	
NCI:C63093	oboInOwl:hasDbXref	IMDRF:A071302	Unspecified	Inappropriate Shock																																	
NCI:C63092	oboInOwl:hasDbXref	IMDRF:A090102	Unspecified	Inaudible or Unclear Audible Prompt/Feedback																																	
NCI:C63090	oboInOwl:hasDbXref	IMDRF:A051105	Unspecified	Incomplete Coaptation																																	
NCI:C63228	oboInOwl:hasDbXref	IMDRF:A150207	Unspecified	Difficult to Remove																																	
NCI:C63224	oboInOwl:hasDbXref	IMDRF:A0407	Unspecified	Discolored Material																																	
NCI:C63223	oboInOwl:hasDbXref	IMDRF:A1203	Unspecified	Disconnection																																	
NCI:C63222	oboInOwl:hasDbXref	IMDRF:A0408	Unspecified	Material Disintegration																																	
NCI:C63221	oboInOwl:hasDbXref	IMDRF:A090202	Unspecified	Display Difficult to Read																																	
NCI:C63231	oboInOwl:hasDbXref	IMDRF:A020501	Unspecified	Difficult to Open or Remove Packaging Material																																	
NCI:C63238	oboInOwl:hasDbXref	IMDRF:A0709	Unspecified	Device Sensing Issue																																	
NCI:C63236	oboInOwl:hasDbXref	IMDRF:A1702	Unspecified	Device-Device Incompatibility																																	
NCI:C63235	oboInOwl:hasDbXref	IMDRF:A150205	Unspecified	Difficult to Advance																																	
NCI:C63234	oboInOwl:hasDbXref	IMDRF:A051103	Unspecified	Difficult to Fold or Unfold																																	
NCI:C63233	oboInOwl:hasDbXref	IMDRF:A150206	Unspecified	Difficult to Insert																																	
NCI:C63232	oboInOwl:hasDbXref	IMDRF:A071101	Unspecified	Difficult to Interrogate																																	
NCI:C63242	oboInOwl:hasDbXref	IMDRF:A0501	Unspecified	Detachment of Device or Device																																	
NCI:C63241	oboInOwl:hasDbXref	IMDRF:A0802	Unspecified	Failure to Recalibrate																																	
NCI:C63209	oboInOwl:hasDbXref	IMDRF:A19	Unspecified	Environmental  Compatibility Problem																																	
NCI:C63208	oboInOwl:hasDbXref	IMDRF:A040503	Unspecified	Material Erosion																																	
NCI:C63207	oboInOwl:hasDbXref	IMDRF:A090203	Unspecified	Erratic or Intermittent Display																																	
NCI:C63205	oboInOwl:hasDbXref	IMDRF:A090201	Unspecified	Device Displays Incorrect Message																																	
NCI:C63202	oboInOwl:hasDbXref	IMDRF:A1001	Unspecified	Excessive Cooling																																	
NCI:C63219	oboInOwl:hasDbXref	IMDRF:A020101	Unspecified	Dull Device																																	
NCI:C63218	oboInOwl:hasDbXref	IMDRF:A0716	Unspecified	Electrical Overstress																																	
NCI:C63217	oboInOwl:hasDbXref	IMDRF:A1910	Unspecified	Electrical Power Problem																																	
NCI:C63216	oboInOwl:hasDbXref	IMDRF:A072102	Unspecified	Electrical Shorting																																	
NCI:C63215	oboInOwl:hasDbXref	IMDRF:A0720	Unspecified	Electromagnetic Compatibility Problem																																	
NCI:C63214	oboInOwl:hasDbXref	IMDRF:A072001	Unspecified	Electromagnetic Interference																																	
NCI:C63213	oboInOwl:hasDbXref	IMDRF:A0717	Unspecified	Electro-Static Discharge Problem																																	
NCI:C63212	oboInOwl:hasDbXref	IMDRF:A191001	Unspecified	Emergency Power Failure																																	
NCI:C63210	oboInOwl:hasDbXref	IMDRF:A150208	Unspecified	Entrapment of Device																																	
NCI:C63220	oboInOwl:hasDbXref	IMDRF:A110202	Unspecified	Dose Calculation Error in Application Program																																	
NCI:C63269	oboInOwl:hasDbXref	IMDRF:A11	Unspecified	Computer Software Problem																																	
NCI:C63267	oboInOwl:hasDbXref	IMDRF:A2104	Unspecified	Inadequate Instructions for Non-Healthcare Professional																																	
NCI:C63266	oboInOwl:hasDbXref	IMDRF:A180102	Unspecified	Contamination of Device Ingredient or Reagent																																	
NCI:C63265	oboInOwl:hasDbXref	IMDRF:A0702	Unspecified	Continuous Firing																																	
NCI:C63275	oboInOwl:hasDbXref	IMDRF:A030201	Unspecified	Clumping in Device or Device Ingredient																																	
NCI:C63274	oboInOwl:hasDbXref	IMDRF:A030202	Unspecified	Coagulation in Device or Device Ingredient																																	
NCI:C63272	oboInOwl:hasDbXref	IMDRF:A051101	Unspecified	Collapse of Device																																	
NCI:C63271	oboInOwl:hasDbXref	IMDRF:A13	Unspecified	Communication or Transmission Problem																																	
NCI:C63270	oboInOwl:hasDbXref	IMDRF:A1104	Unspecified	Computer Operating System Problem																																	
NCI:C63277	oboInOwl:hasDbXref	IMDRF:A0721	Unspecified	Circuit Failure																																	
NCI:C63276	oboInOwl:hasDbXref	IMDRF:A18	Unspecified	Contamination/Decontamination Problem																																	
NCI:C63286	oboInOwl:hasDbXref	IMDRF:A1006	Unspecified	Thermal Decomposition of Device																																	
NCI:C63285	oboInOwl:hasDbXref	IMDRF:A040501	Unspecified	Calcified Material																																	
NCI:C63283	oboInOwl:hasDbXref	IMDRF:A072101	Unspecified	Capacitative Coupling																																	
NCI:C63281	oboInOwl:hasDbXref	IMDRF:A070601	Unspecified	Charge Aborted																																	
NCI:C63280	oboInOwl:hasDbXref	IMDRF:A070602	Unspecified	Delayed Charge Time																																	
NCI:C63249	oboInOwl:hasDbXref	IMDRF:A1401	Unspecified	Deflation Problem																																	
NCI:C63248	oboInOwl:hasDbXref	IMDRF:A0406	Unspecified	Material Deformation																																	
NCI:C63247	oboInOwl:hasDbXref	IMDRF:A160104	Unspecified	Delayed Alarm																																	
NCI:C63245	oboInOwl:hasDbXref	IMDRF:A040602	Unspecified	Dent in Material																																	
NCI:C63244	oboInOwl:hasDbXref	IMDRF:A150203	Unspecified	Difficult or Delayed Positioning																																	
NCI:C63253	oboInOwl:hasDbXref	IMDRF:A070901	Unspecified	Decreased Device Sensitivity																																	
NCI:C63252	oboInOwl:hasDbXref	IMDRF:A141201	Unspecified	Decreased Pump Speed																																	
NCI:C63251	oboInOwl:hasDbXref	IMDRF:A160106	Unspecified	Defective Alarm																																	
NCI:C63250	oboInOwl:hasDbXref	IMDRF:A0203	Unspecified	Defective Device																																	
NCI:C63259	oboInOwl:hasDbXref	IMDRF:A110502	Unspecified	Unauthorized Access to Computer System																																	
NCI:C63258	oboInOwl:hasDbXref	IMDRF:A1106	Unspecified	Data Back-Up Problem																																	
NCI:C63257	oboInOwl:hasDbXref	IMDRF:A110701	Unspecified	Loss of Data																																	
NCI:C63256	oboInOwl:hasDbXref	IMDRF:A1202	Unspecified	Decoupling																																	
NCI:C63255	oboInOwl:hasDbXref	IMDRF:A141101	Unspecified	Decrease in Device Pressure																																	
NCI:C63254	oboInOwl:hasDbXref	IMDRF:A141301	Unspecified	Decrease in Suction																																	
NCI:C63264	oboInOwl:hasDbXref	IMDRF:A2302	Unspecified	Use of Incorrect Control Settings																																	
NCI:C63263	oboInOwl:hasDbXref	IMDRF:A040502	Unspecified	Corroded Device																																	
NCI:C63261	oboInOwl:hasDbXref	IMDRF:A030204	Unspecified	Cross Reactivity																																	
NCI:C63289	oboInOwl:hasDbXref	IMDRF:A140902	Unspecified	Partial Blockage																																	
NCI:C63288	oboInOwl:hasDbXref	IMDRF:A1201	Unspecified	Blocked Connection																																	
NCI:C63287	oboInOwl:hasDbXref	IMDRF:A040601	Unspecified	Deformation due to Compressive Stress																																	
NCI:C63297	oboInOwl:hasDbXref	IMDRF:A180105	Unspecified	Bacterial Contamination of Device																																	
NCI:C63294	oboInOwl:hasDbXref	IMDRF:A010101	Unspecified	Biocompatibility																																	
NCI:C63293	oboInOwl:hasDbXref	IMDRF:A180101	Unspecified	Biofilm Coating in Device																																	
NCI:C63290	oboInOwl:hasDbXref	IMDRF:A140501	Unspecified	Backflow																																	
NCI:C63298	oboInOwl:hasDbXref	IMDRF:A071206	Unspecified	Pacing Asynchronously																																	
NCI:C118393	oboInOwl:hasDbXref	IMDRF:E1617	Unspecified	Malunion of Bone																																	
NCI:C63845	oboInOwl:hasDbXref	IMDRF:G01005	Unspecified	Monomer																																	
NCI:C38665	oboInOwl:hasDbXref	IMDRF:E233001	Unspecified	Chest Pain																																	
NCI:C37920	oboInOwl:hasDbXref	IMDRF:E060104	Unspecified	Bradycardia																																	
NCI:C62818	oboInOwl:hasDbXref	IMDRF:A070804	Unspecified	Unintended Power Up																																	
NCI:C62817	oboInOwl:hasDbXref	IMDRF:A050302	Unspecified	Unintended Ejection																																	
NCI:C62814	oboInOwl:hasDbXref	IMDRF:A0512	Unspecified	Unintended Movement																																	
NCI:C62813	oboInOwl:hasDbXref	IMDRF:A051206	Unspecified	Unintended System Motion																																	
NCI:C62811	oboInOwl:hasDbXref	IMDRF:A040508	Unspecified	Unraveled Material																																	
NCI:C62810	oboInOwl:hasDbXref	IMDRF:A020503	Unspecified	Unsealed Device Packaging																																	
NCI:C62819	oboInOwl:hasDbXref	IMDRF:A051205	Unspecified	Unintended Collision																																	
NCI:C62828	oboInOwl:hasDbXref	IMDRF:A090406	Unspecified	Therapeutic or Diagnostic Output Failure																																	
NCI:C62827	oboInOwl:hasDbXref	IMDRF:A140402	Unspecified	Inadequate Ultrafiltration																																	
NCI:C62826	oboInOwl:hasDbXref	IMDRF:A090811	Unspecified	Unable to Obtain Readings																																	
NCI:C62823	oboInOwl:hasDbXref	IMDRF:A1407	Unspecified	Insufficient Flow or Underinfusion																																	
NCI:C62822	oboInOwl:hasDbXref	IMDRF:A070910	Unspecified	Undersensing																																	
NCI:C62821	oboInOwl:hasDbXref	IMDRF:A0909	Unspecified	Unexpected Therapeutic Result																																	
NCI:C62807	oboInOwl:hasDbXref	IMDRF:A1906	Unspecified	Ventilation Problem in Device Environment																																	
NCI:C62806	oboInOwl:hasDbXref	IMDRF:A051208	Unspecified	Device Vibration																																	
NCI:C62805	oboInOwl:hasDbXref	IMDRF:A140304	Unspecified	Volume Accuracy Problem																																	
NCI:C62809	oboInOwl:hasDbXref	IMDRF:A051207	Unspecified	Unstable Device																																	
NCI:C62859	oboInOwl:hasDbXref	IMDRF:A141204	Unspecified	Pumping Stopped																																	
NCI:C62858	oboInOwl:hasDbXref	IMDRF:A090407	Unspecified	Therapy Delivered to Incorrect Body Area																																	
NCI:C62857	oboInOwl:hasDbXref	IMDRF:A050404	Unspecified	Radiation Leak																																	
NCI:C62855	oboInOwl:hasDbXref	IMDRF:A072002	Unspecified	Radiofrequency Interference Problem																																	
NCI:C62854	oboInOwl:hasDbXref	IMDRF:A140507	Unspecified	Reflux within Device																																	
NCI:C62853	oboInOwl:hasDbXref	IMDRF:A010102	Unspecified	Device Appears to Trigger Rejection																																	
NCI:C62852	oboInOwl:hasDbXref	IMDRF:A1605	Unspecified	Reset Issue																																	
NCI:C62850	oboInOwl:hasDbXref	IMDRF:A180306	Unspecified	Residue after Decontamination																																	
NCI:C62869	oboInOwl:hasDbXref	IMDRF:A090208	Unspecified	Poor Quality Image																																	
NCI:C62868	oboInOwl:hasDbXref	IMDRF:A191003	Unspecified	Power Conditioning Issue																																	
NCI:C62866	oboInOwl:hasDbXref	IMDRF:A030203	Unspecified	Precipitate in Device or Device Ingredient																																	
NCI:C62865	oboInOwl:hasDbXref	IMDRF:A1606	Unspecified	Premature Activation of Indicator																																	
NCI:C62864	oboInOwl:hasDbXref	IMDRF:A070504	Unspecified	Premature Discharge of Battery																																	
NCI:C62863	oboInOwl:hasDbXref	IMDRF:A150103	Unspecified	Premature Activation																																	
NCI:C62862	oboInOwl:hasDbXref	IMDRF:A2303	Unspecified	Improper or Incorrect Procedure or Method																																	
NCI:C62861	oboInOwl:hasDbXref	IMDRF:A090209	Unspecified	Visual Prompts will not Clear																																	
NCI:C62860	oboInOwl:hasDbXref	IMDRF:A1412	Unspecified	Pumping Problem																																	
NCI:C62838	oboInOwl:hasDbXref	IMDRF:A040104	Unspecified	Solder Joint Failure																																	
NCI:C62837	oboInOwl:hasDbXref	IMDRF:A0704	Unspecified	Sparking																																	
NCI:C62835	oboInOwl:hasDbXref	IMDRF:A040611	Unspecified	Material Stretched																																	
NCI:C62833	oboInOwl:hasDbXref	IMDRF:A1413	Unspecified	Suction Problem																																	
NCI:C62831	oboInOwl:hasDbXref	IMDRF:A020504	Unspecified	Tear, Rip or Hole in Packaging																																	
NCI:C62830	oboInOwl:hasDbXref	IMDRF:A1304	Unspecified	Telemetry Discrepancy																																	
NCI:C62849	oboInOwl:hasDbXref	IMDRF:A140508	Unspecified	Restricted Flow Rate																																	
NCI:C62848	oboInOwl:hasDbXref	IMDRF:A0908	Unspecified	Incorrect, Inadequate or Imprecise Result or Readings																																	
NCI:C62847	oboInOwl:hasDbXref	IMDRF:A040607	Unspecified	Material Too Rigid or Stiff																																	
NCI:C62846	oboInOwl:hasDbXref	IMDRF:A0415	Unspecified	Scratched Material																																	
NCI:C62844	oboInOwl:hasDbXref	IMDRF:A150104	Unspecified	Self-Activation or Keying																																	
NCI:C62842	oboInOwl:hasDbXref	IMDRF:A1607	Unspecified	Shielding Failure																																	
NCI:C62841	oboInOwl:hasDbXref	IMDRF:A140303	Unspecified	Short Fill																																	
NCI:C62840	oboInOwl:hasDbXref	IMDRF:A051204	Unspecified	Device Slipped																																	
NCI:C62899	oboInOwl:hasDbXref	IMDRF:A090103	Unspecified	No Audible Prompt/Feedback																																	
NCI:C62898	oboInOwl:hasDbXref	IMDRF:A020102	Unspecified	Nonstandard Device																																	
NCI:C62897	oboInOwl:hasDbXref	IMDRF:A1409	Unspecified	Obstruction of Flow																																	
NCI:C62895	oboInOwl:hasDbXref	IMDRF:A0409	Unspecified	Material Opacification																																	
NCI:C62894	oboInOwl:hasDbXref	IMDRF:A110401	Unspecified	Operating System Interface Becomes Non-Functional																																	
NCI:C62893	oboInOwl:hasDbXref	IMDRF:A110402	Unspecified	Operating System Version or Upgrade Problem																																	
NCI:C62891	oboInOwl:hasDbXref	IMDRF:A0602	Unspecified	Optical Decentration																																	
NCI:C62879	oboInOwl:hasDbXref	IMDRF:A030205	Unspecified	Particulates																																	
NCI:C62878	oboInOwl:hasDbXref	IMDRF:A040506	Unspecified	Peeled/Delaminated Material																																	
NCI:C62876	oboInOwl:hasDbXref	IMDRF:A050405	Unspecified	Perivalvular Leak																																	
NCI:C62874	oboInOwl:hasDbXref	IMDRF:A040504	Unspecified	Pitted Material																																	
NCI:C62872	oboInOwl:hasDbXref	IMDRF:A071209	Unspecified	Pocket Stimulation																																	
NCI:C62889	oboInOwl:hasDbXref	IMDRF:A0604	Unspecified	Optical Distortion																																	
NCI:C62888	oboInOwl:hasDbXref	IMDRF:A0605	Unspecified	Optical Obstruction																																	
NCI:C62887	oboInOwl:hasDbXref	IMDRF:A090205	Unspecified	Image Orientation Incorrect																																	
NCI:C62886	oboInOwl:hasDbXref	IMDRF:A0102	Unspecified	Osseointegration Problem																																	
NCI:C62884	oboInOwl:hasDbXref	IMDRF:A140302	Unspecified	Overfill																																	
NCI:C62883	oboInOwl:hasDbXref	IMDRF:A1005	Unspecified	Overheating of Device																																	
NCI:C62882	oboInOwl:hasDbXref	IMDRF:A1402	Unspecified	Excess Flow or Overinfusion																																	
NCI:C62881	oboInOwl:hasDbXref	IMDRF:A070909	Unspecified	Oversensing																																	
NCI:C62880	oboInOwl:hasDbXref	IMDRF:A071205	Unspecified	Pacer Found in Back-Up Mode																																	
NCI:C62890	oboInOwl:hasDbXref	IMDRF:A0603	Unspecified	Optical Discoloration																																	
NCI:C37935	oboInOwl:hasDbXref	IMDRF:E0712	Unspecified	Cough																																	
NCI:C37942	oboInOwl:hasDbXref	IMDRF:E020203	Unspecified	Distress																																	
NCI:C62906	oboInOwl:hasDbXref	IMDRF:A040507	Unspecified	Naturally Worn Material																																	
NCI:C37928	oboInOwl:hasDbXref	IMDRF:E010701	Unspecified	Confusion																																	
NCI:C62904	oboInOwl:hasDbXref	IMDRF:A090206	Unspecified	No Display/Image																																	
NCI:C62903	oboInOwl:hasDbXref	IMDRF:A160202	Unspecified	No Fail-Safe Mechanism																																	
NCI:C62902	oboInOwl:hasDbXref	IMDRF:A1408	Unspecified	No Flow																																	
NCI:C62900	oboInOwl:hasDbXref	IMDRF:A0907	Unspecified	No Device Output																																	
NCI:C37921	oboInOwl:hasDbXref	IMDRF:E2002	Unspecified	Bruise																																	
NCI:C37930	oboInOwl:hasDbXref	IMDRF:E1007	Unspecified	Constipation																																	
NCI:C62909	oboInOwl:hasDbXref	IMDRF:A1905	Unspecified	Moisture or Humidity Problem																																	
NCI:C62908	oboInOwl:hasDbXref	IMDRF:A040610	Unspecified	Melted Device																																	
NCI:C37964	oboInOwl:hasDbXref	IMDRF:E1016	Unspecified	Hematemesis																																	
NCI:C37961	oboInOwl:hasDbXref	IMDRF:E0203	Unspecified	Hallucination																																	
NCI:C37943	oboInOwl:hasDbXref	IMDRF:E0112	Unspecified	Dizziness																																	
NCI:C62939	oboInOwl:hasDbXref	IMDRF:A0205	Unspecified	Packaging Problem																																	
NCI:C62934	oboInOwl:hasDbXref	IMDRF:A1411	Unspecified	Pressure Issue																																	
NCI:C37976	oboInOwl:hasDbXref	IMDRF:E120202	Unspecified	Hyponatremia																																	
NCI:C62932	oboInOwl:hasDbXref	IMDRF:A16	Unspecified	Protective Measure Problem																																	
NCI:C62931	oboInOwl:hasDbXref	IMDRF:A071801	Unspecified	Device Remains Activated																																	
NCI:C62949	oboInOwl:hasDbXref	IMDRF:A040604	Unspecified	Failure to Unfold or Unwrap																																	
NCI:C62948	oboInOwl:hasDbXref	IMDRF:A0201	Unspecified	Device or Device Quality Issue																																	
NCI:C62947	oboInOwl:hasDbXref	IMDRF:A010103	Unspecified	Inadequacy of Device Shape and/or Size																																	
NCI:C62946	oboInOwl:hasDbXref	IMDRF:E200801	Unspecified	Device Fragments in Patient																																	
NCI:C62945	oboInOwl:hasDbXref	IMDRF:A03	Unspecified	Chemical Problem																																	
NCI:C37966	oboInOwl:hasDbXref	IMDRF:E0723	Unspecified	Hiccough																																	
NCI:C37965	oboInOwl:hasDbXref	IMDRF:E0303	Unspecified	Hemolysis																																	
NCI:C62943	oboInOwl:hasDbXref	IMDRF:A090404	Unspecified	Output above Specifications																																	
NCI:C62942	oboInOwl:hasDbXref	IMDRF:A090405	Unspecified	Output below Specifications																																	
NCI:C62941	oboInOwl:hasDbXref	IMDRF:A09	Unspecified	Output Problem																																	
NCI:C62940	oboInOwl:hasDbXref	IMDRF:A020502	Unspecified	Packaging Incomplete or Missing																																	
NCI:C37970	oboInOwl:hasDbXref	IMDRF:E120201	Unspecified	Hypernatremia																																	
NCI:C62917	oboInOwl:hasDbXref	IMDRF:A0104	Unspecified	Migration or Expulsion of Device																																	
NCI:C62916	oboInOwl:hasDbXref	IMDRF:A110205	Unspecified	Power Calculation Error due to Application Program Problem																																	
NCI:C62915	oboInOwl:hasDbXref	IMDRF:A1206	Unspecified	Misconnection																																	
NCI:C62914	oboInOwl:hasDbXref	IMDRF:A050502	Unspecified	Misfire																																	
NCI:C62913	oboInOwl:hasDbXref	IMDRF:A0601	Unspecified	Misfocusing																																	
NCI:C62910	oboInOwl:hasDbXref	IMDRF:A190501	Unspecified	Moisture Damage																																	
NCI:C62919	oboInOwl:hasDbXref	IMDRF:A0101	Unspecified	Patient-Device Incompatibility																																	
NCI:C62925	oboInOwl:hasDbXref	IMDRF:A0207	Unspecified	Shipping Damage or Problem																																	
NCI:C62923	oboInOwl:hasDbXref	IMDRF:A0511	Unspecified	Structural Problem																																	
NCI:C62922	oboInOwl:hasDbXref	IMDRF:A10	Unspecified	Temperature Problem																																	
NCI:C62921	oboInOwl:hasDbXref	IMDRF:A051202	Unspecified	Device Tipped Over																																	
NCI:C62929	oboInOwl:hasDbXref	IMDRF:A0510	Unspecified	Retraction Problem																																	
NCI:C62976	oboInOwl:hasDbXref	IMDRF:A2101	Unspecified	Device Markings/Labeling Problem																																	
NCI:C62973	oboInOwl:hasDbXref	IMDRF:A0401	Unspecified	Material Break																																	
NCI:C62972	oboInOwl:hasDbXref	IMDRF:A0402	Unspecified	Burst Container or Vessel																																	
NCI:C62971	oboInOwl:hasDbXref	IMDRF:A0404	Unspecified	Material Crack																																	
NCI:C62970	oboInOwl:hasDbXref	IMDRF:A0405	Unspecified	Degradation																																	
NCI:C62989	oboInOwl:hasDbXref	IMDRF:A1603	Unspecified	Failure of Device to Self-Test																																	
NCI:C62988	oboInOwl:hasDbXref	IMDRF:A0718	Unspecified	Failure to Shut Off																																	
NCI:C62987	oboInOwl:hasDbXref	IMDRF:A160502	Unspecified	Failure to Zero																																	
NCI:C62986	oboInOwl:hasDbXref	IMDRF:A1404	Unspecified	Filtration Issue																																	
NCI:C62985	oboInOwl:hasDbXref	IMDRF:A140401	Unspecified	Inadequate Filtration Process																																	
NCI:C62983	oboInOwl:hasDbXref	IMDRF:A17	Unspecified	Compatibility Problem																																	
NCI:C62982	oboInOwl:hasDbXref	IMDRF:A0302	Unspecified	Device Ingredient or Reagent Problem																																	
NCI:C62981	oboInOwl:hasDbXref	IMDRF:A030206	Unspecified	High pH																																	
NCI:C62958	oboInOwl:hasDbXref	IMDRF:A2305	Unspecified	Misassembled Device																																	
NCI:C62957	oboInOwl:hasDbXref	IMDRF:A0206	Unspecified	Device Misassembled during Manufacturing or Shipping																																	
NCI:C62953	oboInOwl:hasDbXref	IMDRF:A06	Unspecified	Optical Problem																																	
NCI:C62952	oboInOwl:hasDbXref	IMDRF:A12	Unspecified	Connection Problem																																	
NCI:C62951	oboInOwl:hasDbXref	IMDRF:A0502	Unspecified	Device Damaged by another Device																																	
NCI:C62950	oboInOwl:hasDbXref	IMDRF:A051201	Unspecified	Device Dislodged or Dislocated																																	
NCI:C62969	oboInOwl:hasDbXref	IMDRF:A040103	Unspecified	Material Fragmentation																																	
NCI:C62968	oboInOwl:hasDbXref	IMDRF:A04	Unspecified	Material Integrity Problem																																	
NCI:C62967	oboInOwl:hasDbXref	IMDRF:A0410	Unspecified	Material Perforation																																	
NCI:C62966	oboInOwl:hasDbXref	IMDRF:A041001	Unspecified	Material Puncture/Hole																																	
NCI:C62965	oboInOwl:hasDbXref	IMDRF:A0412	Unspecified	Material Rupture																																	
NCI:C62964	oboInOwl:hasDbXref	IMDRF:A0413	Unspecified	Material Separation																																	
NCI:C62962	oboInOwl:hasDbXref	IMDRF:A040609	Unspecified	Material Twisted/Bent																																	
NCI:C62961	oboInOwl:hasDbXref	IMDRF:A05	Unspecified	Mechanical Issue																																	
NCI:C62960	oboInOwl:hasDbXref	IMDRF:A0507	Unspecified	Mechanics Altered																																	
NCI:C62999	oboInOwl:hasDbXref	IMDRF:A210101	Unspecified	Expiration Date Error																																	
NCI:C62997	oboInOwl:hasDbXref	IMDRF:A1602	Unspecified	Fail-Safe Mechanism Problem																																	
NCI:C62995	oboInOwl:hasDbXref	IMDRF:A1604	Unspecified	Failure to Auto Stop																																	
NCI:C62994	oboInOwl:hasDbXref	IMDRF:A0801	Unspecified	Failure to Calibrate Problem																																	
NCI:C62993	oboInOwl:hasDbXref	IMDRF:A070101	Unspecified	Failure to Capture																																	
NCI:C62992	oboInOwl:hasDbXref	IMDRF:A070803	Unspecified	Failure to Power-Up																																	
NCI:C62991	oboInOwl:hasDbXref	IMDRF:A160501	Unspecified	Failure to Reset																																	
NCI:C62990	oboInOwl:hasDbXref	IMDRF:A070503	Unspecified	Failure to Run on Battery																																	
NCI:C96139	oboInOwl:hasDbXref	IMDRF:G04124	Unspecified	Stopper Container Closure																																	
NCI:C96715	oboInOwl:hasDbXref	IMDRF:A150101	Unspecified	Activation Failure Including Expansion Failures																																	
NCI:C43169	oboInOwl:hasDbXref	IMDRF:G04014	Unspecified	Bottle																																	
NCI:C139516	oboInOwl:hasDbXref	IMDRF:C1003	Unspecified	Software Maintenance Problem Identified																																	
NCI:C139515	oboInOwl:hasDbXref	IMDRF:C1008	Unspecified	Erroneous Data Transfer																																	
NCI:C139514	oboInOwl:hasDbXref	IMDRF:C1009	Unspecified	Data Storage or Loss of Data																																	
NCI:C139513	oboInOwl:hasDbXref	IMDRF:C1207	Unspecified	Shielding Problem																																	
NCI:C139512	oboInOwl:hasDbXref	IMDRF:C1206	Unspecified	Reset Problem																																	
NCI:C139511	oboInOwl:hasDbXref	IMDRF:C1204	Unspecified	Problem to Auto Stop																																	
NCI:C139510	oboInOwl:hasDbXref	IMDRF:C1203	Unspecified	Problem of Device to Self-Test																																	
NCI:C139519	oboInOwl:hasDbXref	IMDRF:C1104	Unspecified	Inadequate Cooling Identified																																	
NCI:C139518	oboInOwl:hasDbXref	IMDRF:C1102	Unspecified	Excessive Heating Identified																																	
NCI:C139517	oboInOwl:hasDbXref	IMDRF:C1103	Unspecified	Excessive Cooling Identified																																	
NCI:C139505	oboInOwl:hasDbXref	IMDRF:C160502	Unspecified	Packaging Materials Problem																																	
NCI:C139504	oboInOwl:hasDbXref	IMDRF:C160503	Unspecified	Packaging Contains Unintended Material																																	
NCI:C139503	oboInOwl:hasDbXref	IMDRF:C160504	Unspecified	Packaging Contains Incorrect Device																																	
NCI:C139502	oboInOwl:hasDbXref	IMDRF:C0802	Unspecified	Light Source Problem Identified																																	
NCI:C139501	oboInOwl:hasDbXref	IMDRF:C1304	Unspecified	Incorrect Interpretation of Results/Data																																	
NCI:C139500	oboInOwl:hasDbXref	IMDRF:C0703	Unspecified	Leakage/Seal																																	
NCI:C139509	oboInOwl:hasDbXref	IMDRF:C1205	Unspecified	Premature Indicator Activation																																	
NCI:C139508	oboInOwl:hasDbXref	IMDRF:C1208	Unspecified	Missing or Inadequate Safety Measures Identified																																	
NCI:C139507	oboInOwl:hasDbXref	IMDRF:C1201	Unspecified	Fail-safe Problem Identified																																	
NCI:C139506	oboInOwl:hasDbXref	IMDRF:C1202	Unspecified	Alarm System Problem Identified																																	
NCI:C139526	oboInOwl:hasDbXref	IMDRF:D1002	Unspecified	Adverse Event Related to Procedure																																	
NCI:C139525	oboInOwl:hasDbXref	IMDRF:D1003	Unspecified	Adverse Event Related to Commutability																																	
NCI:C139524	oboInOwl:hasDbXref	IMDRF:C1404	Unspecified	Pre-analytical Handling Problem																																	
NCI:C139523	oboInOwl:hasDbXref	IMDRF:C1401	Unspecified	New or Unknown Interferent																																	
