# curie_map:
#   HP: http://purl.obolibrary.org/obo/HP_
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: http://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2024-11-20'
# mapping_set_id: http://purl.obolibrary.org/obo/mondo/mappings/mondo_hp_lexical.sssom.tsv
# object_source: http://purl.obolibrary.org/obo/hp.owl
# subject_source: http://purl.obolibrary.org/obo/mondo.owl
# mapping_provider: https://monarchinitiative.org/
subject_id	subject_label	object_id	object_label	mapping_justification	predicate_id	comment
MONDO:0007028	rotator cuff syndrome	HP:0032201	Rotator cuff tear	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007032	prune belly syndrome	HP:0004392	Prune belly	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007033	abducens nerve palsy	HP:0006897	Abducens palsy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007035	acanthosis nigricans	HP:0000956	Acanthosis nigricans	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007047	punctate palmoplantar keratoderma type III	HP:0002326	Transient ischemic attack	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007053	restless legs syndrome, susceptibility to, 1	HP:0012452	Restless legs	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007056	acroosteolysis	HP:0009771	Osteolytic defects of the phalanges of the hand	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007060	spermatogenic failure 6	HP:0012205	Globozoospermia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007074	ainhum	HP:0031009	Ainhum	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007079	alcohol dependence	HP:0030955	Addictive alcohol use	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007082	alopecia areata 1	HP:0002289	Alopecia universalis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007088	Alzheimer disease type 1	HP:0002511	Alzheimer disease	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007089	Alzheimer disease 2	HP:0002511	Alzheimer disease	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007098	ACys amyloidosis	HP:0011970	Cerebral amyloid angiopathy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007122	anisocoria	HP:0009916	Anisocoria	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007123	ankyloblepharon filiforme adnatum-cleft palate syndrome	HP:0009755	Ankyloblepharon	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007125	ankyloglossia	HP:0010296	Ankyloglossia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007130	congenital total pulmonary venous return anomaly	HP:0005160	Total anomalous pulmonary venous return	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007130	congenital total pulmonary venous return anomaly	HP:0010772	Anomalous pulmonary venous return	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007130	congenital total pulmonary venous return anomaly	HP:0011626	Scimitar anomaly	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007138	anterior segment dysgenesis 1	HP:0007700	Ocular anterior segment dysgenesis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007145	aplasia cutis congenita	HP:0001057	Aplasia cutis congenita	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007147	obstructive sleep apnea syndrome	HP:0002870	Obstructive sleep apnea	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007150	arcus senilis	HP:0001084	Corneal arcus	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007154	arteriovenous malformations of the brain	HP:0002408	Cerebral arteriovenous malformation	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007156	arthritis, sacroiliac	HP:0012317	Sacroiliac arthritis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007157	arthrogryposis, distal, type 1A	HP:0002804	Arthrogryposis multiplex congenita	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007172	atrial septal defect 1	HP:0010445	Primum atrial septal defect	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007179	autoimmune disease	HP:0002960	Autoimmunity	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007186	gastroesophageal reflux disease	HP:0002020	Gastroesophageal reflux	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007194	familial bicuspid aortic valve	HP:0004380	Aortic valve calcification	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007197	bladder diverticulum	HP:0000015	Bladder diverticulum	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007215	brachydactyly type A1	HP:0009371	Type A1 brachydactyly	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007221	brachydactyly type C	HP:0009373	Type C brachydactyly	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007222	brachydactyly type D	HP:0005627	Type D brachydactyly	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007233	second branchial cleft anomaly	HP:0009796	Branchial cyst	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007238	amastia	HP:0002561	Absent nipple	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007239	epidermolytic ichthyosis	HP:0007475	Congenital bullous ichthyosiform erythroderma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007243	Burkitt lymphoma	HP:0030080	Burkitt lymphoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007245	cafe au lait spots, multiple	HP:0007565	Multiple cafe-au-lait spots	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007254	breast cancer	HP:0003002	Breast carcinoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007254	breast cancer	HP:0100013	Neoplasm of the breast	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007256	hepatocellular carcinoma	HP:0001402	Hepatocellular carcinoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007256	hepatocellular carcinoma	HP:0002884	Hepatoblastoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007256	hepatocellular carcinoma	HP:0002896	Neoplasm of the liver	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007263	cardiac rhythm disease	HP:0011675	Arrhythmia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007275	carpal tunnel syndrome	HP:0012185	Constrictive median neuropathy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007278	cataract 32 multiple types	HP:0001134	Anterior polar cataract	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007298	spinocerebellar ataxia type 29	HP:0002335	Agenesis of cerebellar vermis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007303	cervical rib disease	HP:0000891	Cervical ribs	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007305	cervical vertebral dysplasia	HP:0008469	Cervical vertebral dysplasia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007330	congenital pseudoarthrosis of clavicle	HP:0006585	Congenital pseudoarthrosis of the clavicle	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007336	isolated cleft palate	HP:0000175	Cleft palate	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007338	cleft soft palate	HP:0000185	Cleft soft palate	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007342	clubfoot	HP:0001762	Talipes equinovarus	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007342	clubfoot	HP:0001883	Talipes	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007345	aorta coarctation	HP:0001680	Coarctation of aorta	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007351	coloboma of macula	HP:0001116	Macular coloboma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007354	coloboma of optic nerve	HP:0000588	Optic disc coloboma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007354	coloboma of optic nerve	HP:0025514	Morning glory anomaly	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007361	C1 inhibitor deficiency	HP:0100665	Angioedema	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007362	cone-rod dystrophy 2	HP:0000548	Cone/cone-rod dystrophy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007365	seizures, benign familial neonatal, 1	HP:0002411	Myokymia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007379	Meesmann corneal dystrophy	HP:0007755	Juvenile epithelial corneal dystrophy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007385	idiopathic spontaneous coronary artery dissection	HP:0006702	Coronary artery dissection	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007391	coxa vara	HP:0002812	Coxa vara	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007399	TWIST1-related craniosynostosis	HP:0001363	Craniosynostosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007405	Crouzon syndrome	HP:0004439	Craniofacial dysostosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007426	deafness, unilateral	HP:0009900	Unilateral deafness	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007430	dens evaginatus	HP:0011087	Talon cusp	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007435	dentatorubral-pallidoluysian atrophy	HP:0002123	Generalized myoclonic seizure	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007436	dentin dysplasia type I	HP:0011072	Rootless teeth	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007437	dentin dysplasia type II	HP:0003771	Pulp calcification	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007440	major affective disorder 1	HP:0007302	Bipolar affective disorder	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007448	familial dermatographia	HP:0011971	Dermatographic urticaria	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007448	familial dermatographia	HP:0410138	Vibratory urticaria	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007450	neurohypophyseal diabetes insipidus	HP:0000863	Central diabetes insipidus	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007452	maturity-onset diabetes of the young type 1	HP:0005978	Type II diabetes mellitus	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007453	maturity-onset diabetes of the young type 2	HP:0009800	Maternal diabetes	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007459	dilution, pigmentary	HP:0001010	Hypopigmentation of the skin	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007473	Duane retraction syndrome	HP:0009921	Duane anomaly	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007476	familial Dupuytren contracture	HP:0005679	Dupuytren contracture	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007481	Leri-Weill dyschondrosteosis	HP:0003067	Madelung deformity	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007483	dyschromatosis symmetrica hereditaria	HP:0033567	Right axis deviation	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007488	Lewy body dementia	HP:0100315	Lewy bodies	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007492	early-onset generalized limb-onset dystonia	HP:0001304	Torsion dystonia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007498	ear exostoses	HP:0004459	Exostosis of the external auditory canal	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007510	Clouston syndrome	HP:0007529	Hidrotic ectodermal dysplasia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007515	ectopia pupillae	HP:0009918	Ectopia pupillae	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007536	congenital lobar emphysema	HP:0033255	Congenital lobar overinflation	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007542	Camurati-Engelmann disease	HP:0003034	Diaphyseal sclerosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007542	Camurati-Engelmann disease	HP:0100252	Diaphyseal dysplasia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007546	myeloproliferative disorder, chronic, with eosinophilia	HP:0006782	Malignant eosinophil proliferation	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007547	epidermoid cysts	HP:0200040	Epidermoid cyst	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007552	pretibial dystrophic epidermolysis bullosa	HP:0012221	Pretibial blistering	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007559	photoparoxysmal response 1	HP:0000992	Cutaneous photosensitivity	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007564	pilomatrixoma	HP:0030434	Pilomatrixoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007589	exudative vitreoretinopathy 1	HP:0500049	Retinopathy of prematurity	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007590	hemifacial hypertrophy	HP:0000324	Facial asymmetry	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007590	hemifacial hypertrophy	HP:0005323	Hemifacial hypertrophy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007608	desmoid tumor	HP:0100245	Desmoid tumors	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007614	congenital fibrosis of extraocular muscles	HP:0001491	Congenital fibrosis of extraocular muscles	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007619	isolated congenital adermatoglyphia	HP:0007455	Adermatoglyphia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007627	focal facial dermal dysplasia type I	HP:0011336	Bitemporal forceps marks	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007639	fundus albipunctatus	HP:0030642	Fundus albipunctatus	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007652	gastric mucosal hypertrophy	HP:0005246	Giant hypertrophic gastritis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007655	fissured tongue	HP:0000221	Furrowed tongue	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007655	fissured tongue	HP:0031180	Erythema migrans	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007677	hyperglycinuria	HP:0003108	Hyperglycinuria	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007681	goiter, multinodular 1, with or without Sertoli-Leydig cell tumors	HP:0009798	Euthyroid goiter	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007693	hypertrichosis cubiti-short stature syndrome	HP:0004780	Elbow hypertrichosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007699	Hashimoto thyroiditis	HP:0000872	Hashimoto thyroiditis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007700	hawkinsinuria	HP:0034457	Hawkinsinuria	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007705	Heinz body anemia	HP:0005511	Heinz body anemia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007710	facial hemiatrophy	HP:0011331	Hemifacial atrophy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007713	clonic hemifacial spasm	HP:0010828	Hemifacial spasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007721	hiatus hernia	HP:0002036	Hiatus hernia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007722	heterochromia iridis	HP:0001100	Heterochromia iridis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007723	Hirschsprung disease, susceptibility to, 1	HP:0002251	Aganglionic megacolon	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007729	developmental dysplasia of the hip 1	HP:0008807	Acetabular dysplasia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007735	congenital Horner syndrome	HP:0006837	Congenital Horner syndrome	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007737	humeroradial synostosis	HP:0003041	Humeroradial synostosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007738	spondyloepiphyseal dysplasia with congenital joint dislocations	HP:0002655	Spondyloepiphyseal dysplasia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007740	Wagner disease	HP:0030673	Erosive vitreoretinopathy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007743	attention deficit-hyperactivity disorder	HP:0007018	Attention deficit hyperactivity disorder	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007744	cholesterol-ester transfer protein deficiency	HP:0012184	Increased HDL cholesterol concentration	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007753	Frey syndrome	HP:0025277	Gustatory sweating	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007754	hyperhidrosis palmaris ET plantaris	HP:0007410	Palmoplantar hyperhidrosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007756	hyperkeratosis lenticularis perstans	HP:0007570	Hyperkeratosis lenticularis perstans	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007758	epidermolytic palmoplantar keratoderma	HP:0007559	Localized epidermolytic hyperkeratosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007763	nonpapillary renal cell carcinoma	HP:0005584	Renal cell carcinoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007763	nonpapillary renal cell carcinoma	HP:0006770	Clear cell renal cell carcinoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007765	hyperostosis cranialis interna	HP:0005890	Hyperostosis cranialis interna	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007766	Morgagni-Stewart-Morel syndrome	HP:0004438	Hyperostosis frontalis interna	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007769	hyperpigmentation of eyelid	HP:0007406	Hyperpigmentation of eyelids	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007774	hyperreflexia	HP:0001347	Hyperreflexia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007784	selective pituitary resistance to thyroid hormone	HP:0008227	Pituitary resistance to thyroid hormone	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007819	solitary median maxillary central incisor syndrome	HP:0006315	Solitary median maxillary central incisor	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007820	fused mandibular incisors	HP:0011089	Double tooth	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007827	inclusion body myositis	HP:0009071	Inflammatory myopathy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007834	islet cell adenomatosis	HP:0034346	Nesidioblastosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007835	intussusception	HP:0002576	Intussusception	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007861	isolated cloverleaf skull syndrome	HP:0002676	Cloverleaf skull	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007871	familial congenital nasolacrimal duct obstruction	HP:0000579	Nasolacrimal duct obstruction	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007878	congenital laryngomalacia	HP:0001601	Laryngomalacia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007878	congenital laryngomalacia	HP:0004886	Congenital laryngeal stridor	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007879	larynx atresia	HP:0008750	Laryngeal atresia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007880	congenital laryngeal web	HP:0005950	Laryngeal web	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007885	Legg-Calve-Perthes disease	HP:0005743	Avascular necrosis of the capital femoral epiphysis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007886	uterine corpus leiomyoma	HP:0000131	Uterine leiomyoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007888	hereditary leiomyomatosis and renal cell cancer	HP:0007437	Multiple cutaneous leiomyomas	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007896	acute monocytic leukemia	HP:0004820	Acute myelomonocytic leukemia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007896	acute monocytic leukemia	HP:0004845	Acute monocytic leukemia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007909	familial multiple lipomatosis	HP:0012032	Lipoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007915	systemic lupus erythematosus	HP:0002725	Systemic lupus erythematosus	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007927	congenital macroglossia	HP:0000158	Macroglossia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007935	cystoid macular edema	HP:0011505	Cystoid macular edema	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007937	renal hypomagnesemia 2	HP:0005567	Renal magnesium wasting	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007944	Treacher Collins syndrome 1	HP:0005321	Mandibulofacial dysostosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007946	jaw-winking syndrome	HP:0025186	Marcus Gunn jaw winking synkinesis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007950	mastocytosis	HP:0100495	Mastocytosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007955	Meckel diverticulum	HP:0002245	Meckel diverticulum	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007958	familial medullary thyroid carcinoma	HP:0002865	Medullary thyroid carcinoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007959	medulloblastoma	HP:0002885	Medulloblastoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007959	medulloblastoma	HP:0007129	Cerebellar medulloblastoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007962	megalodactyly	HP:0004099	Macrodactyly	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0007989	congenital microcoria	HP:0007728	Congenital miosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008000	migraine with or without aura, susceptibility to, 1	HP:0002076	Migraine	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008006	Mobius syndrome	HP:0007188	Congenital facial diplegia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008007	tooth ankylosis	HP:0033791	Tooth ankylosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008009	monilethrix	HP:0032470	Monilethrix	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008021	Cowden syndrome 1	HP:0500009	Dysplastic gangliocytoma of the cerebellum	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008040	transient myeloproliferative syndrome	HP:0005534	Transient myeloproliferative syndrome	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008054	juvenile dermatomyositis	HP:0100614	Myositis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008060	nonsyndromic congenital nail disorder 1	HP:0030804	Trachyonychia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008062	narcolepsy 1	HP:0002524	Cataplexy	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008064	nasal bones, absence of	HP:0010941	Aplasia of the nasal bone	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008075	schwannomatosis	HP:0100008	Schwannoma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008090	cyclic hematopoiesis	HP:0040289	Cyclic neutropenia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008093	nevus, epidermal	HP:0010815	Nevus sebaceous	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008093	nevus, epidermal	HP:0010816	Epidermal nevus	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008094	familial multiple nevi flammei	HP:0001052	Nevus flammeus	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008095	nevus anemicus	HP:0025105	Nevus anemicus	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008097	linear nevus sebaceous syndrome	HP:0010815	Nevus sebaceous	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008101	familial supernumerary nipples	HP:0002558	Supernumerary nipple	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008105	nose, anomalous shape of	HP:0000414	Bulbous nose	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008114	obsessive-compulsive disorder	HP:0000722	Compulsive behaviors	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008136	isolated optic nerve hypoplasia	HP:0000609	Optic nerve hypoplasia	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008143	osteoarthritis susceptibility 1	HP:0002758	Osteoarthritis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008145	Ollier disease	HP:0005701	Multiple enchondromatosis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008153	progressive osseous heteroplasia	HP:0025027	Osteoma cutis	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008167	dermoid cyst of ovary	HP:0025274	Ovarian dermoid cyst	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008168	ovarian fibroma	HP:0010618	Ovarian fibroma	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
MONDO:0008170	ovarian cancer	HP:0100615	Ovarian neoplasm	semapv:LexicalMatching	skos:closeMatch	Not reviewed by a human
